OWNER,TABLE,DATA_TYPE,LABEL,ALIAS,TYPE,DESC
PLANNING,DVRPC_2040_GreenspaceNetwork,Polygon,NAME,NAME,String,Name of corridor
PLANNING,DVRPC_2040_GreenspaceNetwork,Polygon,LUP_TYPE,LUP_TYPE,String,Plan Type
PLANNING,DVRPC_2040_GreenspaceNetwork,Polygon,State,STATE,String,No variable
PLANNING,DVRPC_2040_GreenspaceNetwork,Polygon,LRP2035_ID,LRP2035_ID,Double,No variable
PLANNING,DVRPC_2040_GreenspaceNetwork,Polygon,LRP_ID,LRP_ID,String,ID used for mapping purposes
PLANNING,DVRPC_2040_GreenspaceNetwork,Polygon,SHAPE.AREA,SHAPE.AREA,Double,No variable
PLANNING,DVRPC_2040_GreenspaceNetwork,Polygon,SHAPE.LEN,SHAPE.LEN,Double,No variable
PLANNING,DVRPC_2040_TransProj,Polyline,OBJECTID_1,OBJECTID_1,OID,Internal feature number.
PLANNING,DVRPC_2040_TransProj,Polyline,OBJECTID,OBJECTID,Integer,Internal feature number.
PLANNING,DVRPC_2040_TransProj,Polyline,Shape,Shape,Geometry,Feature geometry.
PLANNING,DVRPC_2040_TransProj,Polyline,GIS_ID,GIS_ID,String,Internal ID
PLANNING,DVRPC_2040_TransProj,Polyline,GIS_Seg,GIS_SEG,String,Internal ID
PLANNING,DVRPC_2040_TransProj,Polyline,Type,TYPE,String,Type of Project
PLANNING,DVRPC_2040_TransProj,Polyline,Facility,FACILITY,String,Facility
PLANNING,DVRPC_2040_TransProj,Polyline,ProjScope,PROJSCOPE,String,Project Scope
PLANNING,DVRPC_2040_TransProj,Polyline,Location,LOCATION,String,County(ies) project is located in
PLANNING,DVRPC_2040_TransProj,Polyline,Timing,TIMING,String,Completion date based on the end of the funding period that the project is expected to be complete
PLANNING,DVRPC_2040_TransProj,Polyline,FundCost,FUNDCOST,Double,Funded Cost (Millions in Y-O-E $)
PLANNING,DVRPC_2040_TransProj,Polyline,UnfundCost,UNFUNDCOST,Double,Unfunded Cost (Millions in 2013 $)
PLANNING,DVRPC_2040_TransProj,Polyline,ExpanCost,EXPANCOST,Double,System Expansion Cost (Millions in Y-O-E $)
PLANNING,DVRPC_2040_TransProj,Polyline,Map_ID,MAP_ID,String,"Refers to map ID on  in Fig 34 of the Connections 2040 Plan ""Transportation Vision Major Regional System Expansion Projects"" map"
PLANNING,DVRPC_2040_TransProj,Polyline,VisionType,VISIONTYPE,String,"Cooresponds to the type of project mapped in Fig 34 of the Connections 2040 Plan ""Transportation Vision Major Regional System Expansion Projects"""
PLANNING,DVRPC_2040_TransProj,Polyline,State,STATE,String,No variable
PLANNING,DVRPC_2040_TransProj,Polyline,Shape_Leng,SHAPE_LENG,Double,No variable
PLANNING,DVRPC_2040_TransProj,Polyline,MRP_ID,MRP_ID,String,No variable
PLANNING,DVRPC_2040_TransProj,Polyline,AdvAct89,ADVACT89,String,No variable
PLANNING,DVRPC_2040_TransProj,Polyline,mapn,MAPN,SmallInteger,No variable
PLANNING,DVRPC_2040_TransProj,Polyline,SHAPE.LEN,SHAPE.LEN,Double,No variable
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,CenterName,CENTERNAME,String,No variable
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,STATE,STATE,String,No variable
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,COUNTY,COUNTY,String,No variable
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,LUP_TYPE,LUP_TYPE,String,No variable
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,NOTES,NOTES,String,No variable
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,CNTR_ID,CNTR_ID,String,No variable
PLANNING,DVRPC_2040_PlanCntrNeigh,Point,Cnt_Poly,CNT_POLY,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,DVRPC_2040_PlanningAreas,Polygon,Shape,Shape,Geometry,Feature geometry.
PLANNING,DVRPC_2040_PlanningAreas,Polygon,State_Name,STATE_NAME,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,Co_Name,CO_NAME,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,Mun_Name,MUN_NAME,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,Mun_Label,MUN_LABEL,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,GEOID,GEOID,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,PA_2035,PA_2035,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,PA_2040,PA_2040,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,Note,NOTE,String,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,SHAPE.AREA,SHAPE.AREA,Double,No variable
PLANNING,DVRPC_2040_PlanningAreas,Polygon,SHAPE.LEN,SHAPE.LEN,Double,No variable
PLANNING,DVRPC_2040_LandUseVision,Polygon,OBJECTID_1,OBJECTID_1,OID,Internal feature number.
PLANNING,DVRPC_2040_LandUseVision,Polygon,OBJECTID,OBJECTID,Integer,Internal feature number.
PLANNING,DVRPC_2040_LandUseVision,Polygon,Shape,Shape,Geometry,Feature geometry.
PLANNING,DVRPC_2040_LandUseVision,Polygon,LUP_TYPE,LUP_TYPE,String,No variable
PLANNING,DVRPC_2040_LandUseVision,Polygon,Shape_Leng,SHAPE_LENG,Double,No variable
PLANNING,DVRPC_2040_LandUseVision,Polygon,SHAPE.AREA,SHAPE.AREA,Double,No variable
PLANNING,DVRPC_2040_LandUseVision,Polygon,SHAPE.LEN,SHAPE.LEN,Double,No variable
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,Shape,Shape,Geometry,Feature geometry.
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,NAME,NAME,String,Conservation Focus Area Name
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,STATE,STATE,String,State
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,LRP2035_ID,LRP2035_ID,String,Focus Area ID
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,Shape_Leng,SHAPE_LENG,Double,No variable
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,NOTES,NOTES,String,No variable
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,SHAPE.AREA,SHAPE.AREA,Double,No variable
PLANNING,DVRPC_2040_ConsFocusAreas,Polygon,SHAPE.LEN,SHAPE.LEN,Double,No variable
PLANNING,DVRPC_2040_Circuit,Polyline,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,DVRPC_2040_Circuit,Polyline,Shape,Shape,Geometry,Feature geometry.
PLANNING,DVRPC_2040_Circuit,Polyline,Name,NAME,String,No variable
PLANNING,DVRPC_2040_Circuit,Polyline,State,STATE,String,No variable
PLANNING,DVRPC_2040_Circuit,Polyline,CIRCUIT,CIRCUIT,String,No variable
PLANNING,DVRPC_2040_Circuit,Polyline,ECGwy,ECGWY,String,No variable
PLANNING,DVRPC_2040_Circuit,Polyline,SHAPE.LEN,SHAPE.LEN,Double,No variable
PLANNING,PA_BusinessInOurSites,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,PA_BusinessInOurSites,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,PA_BusinessInOurSites,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,PA_BusinessInOurSites,Point,GRANT_AMT,GRANT_AMT,Double,No variable
PLANNING,PA_BusinessInOurSites,Point,COUNTY,COUNTY,String,No variable
PLANNING,PA_BusinessInOurSites,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,PA_BusinessInOurSites,Point,MUNI,MUNI,String,No variable
PLANNING,PA_BusinessInOurSites,Point,STATE,STATE,String,No variable
PLANNING,PA_BusinessInOurSites,Point,ZIP,ZIP,Double,No variable
PLANNING,PA_BusinessInOurSites,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,PA_BusinessInOurSites,Point,COMPANY,COMPANY,String,No variable
PLANNING,PA_BusinessInOurSites,Point,PROJ_DESCR,PROJ_DESCR,String,No variable
PLANNING,PA_BusinessInOurSites,Point,JOBSEXIST,JOBSEXIST,String,No variable
PLANNING,PA_BusinessInOurSites,Point,JOBSFUNDED,JOBSFUNDED,String,No variable
PLANNING,PA_BusinessInOurSites,Point,MULTIPROG,MULTIPROG,String,No variable
PLANNING,PA_BusinessInOurSites,Point,MULTIFY,MULTIFY,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,NewComm_MainStreet_Polygons,Polygon,Shape,Shape,Geometry,Feature geometry.
PLANNING,NewComm_MainStreet_Polygons,Polygon,PROGRAM,PROGRAM,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,GRANT_AMOU,GRANT_AMOU,Double,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,COUNTY_1,COUNTY_1,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,ADDRESS,ADDRESS,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,STATE,STATE,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,ZIP,ZIP,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,AWARDEE,AWARDEE,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,AUTHORITY,AUTHORITY,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,WEBSITE,WEBSITE,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,COMPANY,COMPANY,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,PROJECT_TI,PROJECT_TI,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,PROJECT_DE,PROJECT_DE,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,MULTI_FY_F,MULTI_FY_F,String,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,AREA_ACRES,AREA_ACRES,Double,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,SHAPE_LENG,SHAPE_LENG,Double,No variable
PLANNING,NewComm_MainStreet_Polygons,Polygon,Shape_Length,Shape_Length,Double,Length of feature in internal units.
PLANNING,NewComm_MainStreet_Polygons,Polygon,Shape_Area,Shape_Area,Double,Area of feature in internal units squared.
PLANNING,NewComm_MainStreet_Points,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,NewComm_MainStreet_Points,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,NewComm_MainStreet_Points,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,NewComm_MainStreet_Points,Point,GRANT_AMOU,GRANT_AMOU,Double,No variable
PLANNING,NewComm_MainStreet_Points,Point,COUNTY,COUNTY,String,No variable
PLANNING,NewComm_MainStreet_Points,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,NewComm_MainStreet_Points,Point,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,NewComm_MainStreet_Points,Point,STATE_1,STATE_1,String,No variable
PLANNING,NewComm_MainStreet_Points,Point,ZIP,ZIP,Double,No variable
PLANNING,NewComm_MainStreet_Points,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,NewComm_MainStreet_Points,Point,COMPANY,COMPANY,String,No variable
PLANNING,NewComm_MainStreet_Points,Point,PROJECT_TI,PROJECT_TI,String,No variable
PLANNING,NewComm_MainStreet_Points,Point,MULTI_FY_F,MULTI_FY_F,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,NewComm_EZ_Polygons,Polygon,Shape,Shape,Geometry,Feature geometry.
PLANNING,NewComm_EZ_Polygons,Polygon,PROGRAM,PROGRAM,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,GRANT_AMT,GRANT_AMT,Double,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,COUNTY,COUNTY,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,ADDRESS,ADDRESS,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,STATE,STATE,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,ZIP,ZIP,Double,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,AWARDEE,AWARDEE,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,COMPANY,COMPANY,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,PROJ_TITLE,PROJ_TITLE,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,PROJ_TIT_1,PROJ_TIT_1,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,PROJ_DESCR,PROJ_DESCR,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,MULTIFY,MULTIFY,String,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,SHAPE_LENG,SHAPE_LENG,Double,No variable
PLANNING,NewComm_EZ_Polygons,Polygon,Shape_Length,Shape_Length,Double,Length of feature in internal units.
PLANNING,NewComm_EZ_Polygons,Polygon,Shape_Area,Shape_Area,Double,Area of feature in internal units squared.
PLANNING,NewComm_EZ_Points,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,NewComm_EZ_Points,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,NewComm_EZ_Points,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,NewComm_EZ_Points,Point,GRANT_AMT,GRANT_AMT,Double,No variable
PLANNING,NewComm_EZ_Points,Point,COUNTY,COUNTY,String,No variable
PLANNING,NewComm_EZ_Points,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,NewComm_EZ_Points,Point,MUNI,MUNI,String,No variable
PLANNING,NewComm_EZ_Points,Point,STATE,STATE,String,No variable
PLANNING,NewComm_EZ_Points,Point,ZIP,ZIP,Double,No variable
PLANNING,NewComm_EZ_Points,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,NewComm_EZ_Points,Point,COMPANY,COMPANY,String,No variable
PLANNING,NewComm_EZ_Points,Point,PROJ_TITLE,PROJ_TITLE,String,No variable
PLANNING,NewComm_AnchorBuildings,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,NewComm_AnchorBuildings,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,NewComm_AnchorBuildings,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,NewComm_AnchorBuildings,Point,GRANT_AMT,GRANT_AMT,Double,No variable
PLANNING,NewComm_AnchorBuildings,Point,COUNTY,COUNTY,String,No variable
PLANNING,NewComm_AnchorBuildings,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,NewComm_AnchorBuildings,Point,MUNI,MUNI,String,No variable
PLANNING,NewComm_AnchorBuildings,Point,STATE,STATE,String,No variable
PLANNING,NewComm_AnchorBuildings,Point,ZIP,ZIP,Double,No variable
PLANNING,NewComm_AnchorBuildings,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,NewComm_AnchorBuildings,Point,COMPANY,COMPANY,String,No variable
PLANNING,NewComm_AnchorBuildings,Point,PROJ_TITLE,PROJ_TITLE,String,No variable
PLANNING,HUD108_Loans,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,HUD108_Loans,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,HUD108_Loans,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,HUD108_Loans,Point,LOAN_AMT,LOAN_AMT,Double,No variable
PLANNING,HUD108_Loans,Point,COUNTY,COUNTY,String,No variable
PLANNING,HUD108_Loans,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,HUD108_Loans,Point,MUNI,MUNI,String,No variable
PLANNING,HUD108_Loans,Point,STATE,STATE,String,No variable
PLANNING,HUD108_Loans,Point,ZIP,ZIP,Double,No variable
PLANNING,HUD108_Loans,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,HUD108_Loans,Point,COMPANY,COMPANY,String,No variable
PLANNING,HUD108_Loans,Point,PROJ_TITLE,PROJ_TITLE,String,No variable
PLANNING,HUD108_Loans,Point,PROJ_DESCR,PROJ_DESCR,String,No variable
PLANNING,HUD108_Loans,Point,DATE_,DATE_,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,GrowingGreener_DowntownDev,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,GrowingGreener_DowntownDev,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,GRANT_AMT,GRANT_AMT,Double,No variable
PLANNING,GrowingGreener_DowntownDev,Point,COUNTY,COUNTY,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,MUNI,MUNI,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,STATE,STATE,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,ZIP,ZIP,Double,No variable
PLANNING,GrowingGreener_DowntownDev,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,COMPANY,COMPANY,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,PROJ_DESCR,PROJ_DESCR,String,No variable
PLANNING,GrowingGreener_DowntownDev,Point,MULTIFY,MULTIFY,String,No variable
PLANNING,DCED_UrbanDev,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,DCED_UrbanDev,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,DCED_UrbanDev,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,DCED_UrbanDev,Point,GRANTAMOUN,GRANTAMOUN,Double,No variable
PLANNING,DCED_UrbanDev,Point,COUNTY,COUNTY,String,No variable
PLANNING,DCED_UrbanDev,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,DCED_UrbanDev,Point,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,DCED_UrbanDev,Point,STATE,STATE,String,No variable
PLANNING,DCED_UrbanDev,Point,ZIP,ZIP,String,No variable
PLANNING,DCED_UrbanDev,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,DCED_UrbanDev,Point,COMPANY,COMPANY,String,No variable
PLANNING,DCED_UrbanDev,Point,PROJECTTIT,PROJECTTIT,String,No variable
PLANNING,DCED_UrbanDev,Point,PROJECTDES,PROJECTDES,String,No variable
PLANNING,DCED_ECC,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,DCED_ECC,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,DCED_ECC,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,DCED_ECC,Point,GRANTAMOUN,GRANTAMOUN,Double,No variable
PLANNING,DCED_ECC,Point,COUNTY,COUNTY,String,No variable
PLANNING,DCED_ECC,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,DCED_ECC,Point,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,DCED_ECC,Point,STATE,STATE,String,No variable
PLANNING,DCED_ECC,Point,ZIP,ZIP,String,No variable
PLANNING,DCED_ECC,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,DCED_ECC,Point,COMPANY,COMPANY,String,No variable
PLANNING,DCED_ECC,Point,PROJECTTIT,PROJECTTIT,String,No variable
PLANNING,DCED_ECC,Point,PROJECTDES,PROJECTDES,String,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,CommEconDevLoan_Polygons,Polygon,Shape,Shape,Geometry,Feature geometry.
PLANNING,CommEconDevLoan_Polygons,Polygon,PROGRAM,PROGRAM,String,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,GRANT_AMOU,GRANT_AMOU,Integer,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,COUNTY,COUNTY,String,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,STATE,STATE,String,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,AWARDEE,AWARDEE,String,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,PROJECT_TI,PROJECT_TI,String,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,JOBS_EXIST,JOBS_EXIST,SmallInteger,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,JOBS_FUNDE,JOBS_FUNDE,SmallInteger,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,SHAPE_LENG,SHAPE_LENG,Double,No variable
PLANNING,CommEconDevLoan_Polygons,Polygon,Shape_Length,Shape_Length,Double,Length of feature in internal units.
PLANNING,CommEconDevLoan_Polygons,Polygon,Shape_Area,Shape_Area,Double,Area of feature in internal units squared.
PLANNING,CommEconDevLoan_Points,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,CommEconDevLoan_Points,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,CommEconDevLoan_Points,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,CommEconDevLoan_Points,Point,GRANT_AMOU,GRANT_AMOU,Double,No variable
PLANNING,CommEconDevLoan_Points,Point,COUNTY,COUNTY,String,No variable
PLANNING,CommEconDevLoan_Points,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,CommEconDevLoan_Points,Point,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,CommEconDevLoan_Points,Point,STATE_1,STATE_1,String,No variable
PLANNING,CommEconDevLoan_Points,Point,ZIP,ZIP,Double,No variable
PLANNING,CommEconDevLoan_Points,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,CommEconDevLoan_Points,Point,COMPANY,COMPANY,String,No variable
PLANNING,CommEconDevLoan_Points,Point,PROJECT_TI,PROJECT_TI,String,No variable
PLANNING,CommEconDevLoan_Points,Point,JOBS_EXIST,JOBS_EXIST,Double,No variable
PLANNING,CommEconDevLoan_Points,Point,JOBS_FUNDE,JOBS_FUNDE,Double,No variable
PLANNING,CommEconDevLoan_Points,Point,MULTI_PROG,MULTI_PROG,String,No variable
PLANNING,BrownfieldEconDev,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,BrownfieldEconDev,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,BrownfieldEconDev,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,BrownfieldEconDev,Point,GRANT_AMOU,GRANT_AMOU,Double,No variable
PLANNING,BrownfieldEconDev,Point,COUNTY,COUNTY,String,No variable
PLANNING,BrownfieldEconDev,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,BrownfieldEconDev,Point,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,BrownfieldEconDev,Point,STATE_1,STATE_1,String,No variable
PLANNING,BrownfieldEconDev,Point,ZIP,ZIP,Double,No variable
PLANNING,BrownfieldEconDev,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,BrownfieldEconDev,Point,COMPANY,COMPANY,String,No variable
PLANNING,BrownfieldEconDev,Point,PROJECT_TI,PROJECT_TI,String,No variable
PLANNING,BrownfieldEconDev,Point,PROJECT_DE,PROJECT_DE,String,No variable
PLANNING,BrownfieldEconDev,Point,DATE_,DATE_,Double,No variable
PLANNING,BrownfieldEconDev,Point,X,X,Double,No variable
PLANNING,BrownfieldEconDev,Point,Y,Y,Double,No variable
PLANNING,H2O_Points,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,H2O_Points,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,H2O_Points,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,H2O_Points,Point,GRANT_AMOU,GRANT_AMOU,Double,No variable
PLANNING,H2O_Points,Point,COUNTY,COUNTY,String,No variable
PLANNING,H2O_Points,Point,ADDRESS,ADDRESS,String,No variable
PLANNING,H2O_Points,Point,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,H2O_Points,Point,STATE_1,STATE_1,String,No variable
PLANNING,H2O_Points,Point,ZIP,ZIP,Double,No variable
PLANNING,H2O_Points,Point,AWARDEE,AWARDEE,String,No variable
PLANNING,H2O_Points,Point,COMPANY,COMPANY,String,No variable
PLANNING,H2O_Points,Point,PROJECT_TI,PROJECT_TI,String,No variable
PLANNING,H2O_Points,Point,PROJECT_DE,PROJECT_DE,String,No variable
PLANNING,H2O_Points,Point,PD2,PD2,String,No variable
PLANNING,H2O_Points,Point,PD3,PD3,String,No variable
PLANNING,H2O_Points,Point,PD4,PD4,String,No variable
PLANNING,H2O_Points,Point,PD5,PD5,String,No variable
PLANNING,H2O_Points,Point,PD6,PD6,String,No variable
PLANNING,H2O_Points,Point,DATE_,DATE_,Double,No variable
PLANNING,H2O_Points,Point,DEPARTMENT,DEPARTMENT,String,No variable
PLANNING,H2O_Points,Point,JOBS_EXIST,JOBS_EXIST,Double,No variable
PLANNING,H2O_Points,Point,JOBS_FUNDE,JOBS_FUNDE,Double,No variable
PLANNING,H2O_Polygons,Polygon,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,H2O_Polygons,Polygon,Shape,Shape,Geometry,Feature geometry.
PLANNING,H2O_Polygons,Polygon,PROGRAM,PROGRAM,String,No variable
PLANNING,H2O_Polygons,Polygon,GRANT_AMOU,GRANT_AMOU,Double,No variable
PLANNING,H2O_Polygons,Polygon,COUNTY,COUNTY,String,No variable
PLANNING,H2O_Polygons,Polygon,ADDRESS,ADDRESS,String,No variable
PLANNING,H2O_Polygons,Polygon,MUNICIPALI,MUNICIPALI,String,No variable
PLANNING,H2O_Polygons,Polygon,STATE,STATE,String,No variable
PLANNING,H2O_Polygons,Polygon,AWARDEE,AWARDEE,String,No variable
PLANNING,H2O_Polygons,Polygon,COMPANY,COMPANY,String,No variable
PLANNING,H2O_Polygons,Polygon,PROJECT_TI,PROJECT_TI,String,No variable
PLANNING,H2O_Polygons,Polygon,PROJECT_DE,PROJECT_DE,String,No variable
PLANNING,H2O_Polygons,Polygon,D2,D2,String,No variable
PLANNING,H2O_Polygons,Polygon,D3,D3,String,No variable
PLANNING,H2O_Polygons,Polygon,D4,D4,String,No variable
PLANNING,H2O_Polygons,Polygon,DATE_,DATE_,Double,No variable
PLANNING,H2O_Polygons,Polygon,DEPARTMENT,DEPARTMENT,String,No variable
PLANNING,H2O_Polygons,Polygon,JOBS_EXIST,JOBS_EXIST,Double,No variable
PLANNING,H2O_Polygons,Polygon,JOBS_FUNDE,JOBS_FUNDE,Double,No variable
PLANNING,H2O_Polygons,Polygon,D5,D5,String,No variable
PLANNING,H2O_Polygons,Polygon,D6,D6,String,No variable
PLANNING,H2O_Polygons,Polygon,SHAPE_LENG,SHAPE_LENG,Double,No variable
PLANNING,H2O_Polygons,Polygon,Shape_Length,Shape_Length,Double,Length of feature in internal units.
PLANNING,H2O_Polygons,Polygon,Shape_Area,Shape_Area,Double,Area of feature in internal units squared.
PLANNING,IFIP,Point,OBJECTID,OBJECTID,OID,Internal feature number.
PLANNING,IFIP,Point,Shape,Shape,Geometry,Feature geometry.
PLANNING,IFIP,Point,PROGRAM,PROGRAM,String,No variable
PLANNING,IFIP,Point,GRANT_AMOU,GRANT_AMOU,Double,No variable
PLANNING,IFIP,Point,COUNTY,COUNTY,String,No variable
PLANNING,IFIP,Point,ADDRESS,ADDRESS,String,No variable
